id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
501414734605908395,Boutique hotel in San Francisco · Studio · 1 bed · 1 private bath,417026253,Phoenix Hotel,,Downtown/Civic Center,37.7841,-122.41772,Private room,213,1,1,2022-10-27,0.14,3,272,1,Exempt
506679368977040101,Rental unit in San Francisco · 2 bedrooms · 1 bath,46422571,Sy,,Pacific Heights,37.79548,-122.432,Entire home/apt,300,30,1,2022-03-29,0.07,1,13,0,
558144288217784832,Home in San Francisco · 1 bedroom · 1 bed · 1 shared bath,81597039,Marie,,Lakeshore,37.7313,-122.47612,Private room,38,30,2,2022-09-30,0.19,3,198,2,
576753800639413337,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,41060354,Alison,,Noe Valley,37.75132,-122.43145,Entire home/apt,275,5,7,2023-05-29,0.52,1,178,6,STR-0005464
558158445706605703,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,444243810,Daniel,,Western Addition,37.7751,-122.42872,Entire home/apt,175,365,0,,,1,364,0,
507320938250121690,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 shared bath,43918217,Mike,,Inner Sunset,37.76508,-122.45356,Private room,70,30,0,,,7,95,0,
577810610514169260,Guest suite in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,14655296,Zhou,,Inner Sunset,37.76344,-122.47519,Entire home/apt,121,1,93,2023-06-03,7.50,1,34,92,2022-004905STR
510198804436069444,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,4150590,Susan,,Marina,37.79651139793415,-122.43264955309733,Entire home/apt,235,30,6,2022-12-16,0.40,2,133,4,
517552718697721599,Rental unit in San Francisco · ★4.78 · 3 bedrooms · 3 beds · 2.5 baths,98029660,Jacky,,Crocker Amazon,37.71016,-122.44262,Entire home/apt,258,1,18,2023-05-21,2.25,2,259,18,2022-009519STR
523226839994774982,Loft in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,9423452,Daniel,,South of Market,37.773018,-122.403236,Entire home/apt,265,30,9,2023-05-17,0.59,1,339,6,
558252388351065423,Condo in San Francisco · ★4.86 · 3 bedrooms · 3 beds · 2 baths,22735680,Leslie,,Outer Sunset,37.76306,-122.48215,Entire home/apt,140,30,7,2023-04-08,0.49,2,285,6,
558977078185201976,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,375566645,Mark,,Mission,37.76615,-122.42009,Private room,68,30,3,2023-02-14,0.22,20,59,2,
578077132956712728,Rental unit in Tiburon · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,452,31,0,,,138,0,0,
559481425114656103,Rental unit in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,2733009,Emily,,Lakeshore,37.7308,-122.47926,Entire home/apt,194,2,61,2023-06-01,3.94,1,112,45,STR-0005194
536433863072625845,Townhouse in San Francisco · ★4.99 · 1 bedroom · 1 bed · 1 private bath,293025002,Bi,,South of Market,37.78206,-122.39518,Private room,145,1,73,2023-06-03,4.36,5,109,43,
578453940897815818,Guest suite in San Francisco · 1 bedroom · 1 bed · 1 private bath,672862,Sharon,,Crocker Amazon,37.70936,-122.43325,Private room,500,1,0,,,2,364,0,STR-0003162
541239372101774612,Home in San Francisco · 1 bedroom · 1 bed · 1 shared bath,81597039,Marie,,Lakeshore,37.73329,-122.47626,Private room,50,30,0,,,3,267,0,
578982535247075937,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 shared baths,448790744,Sally,,Excelsior,37.72891,-122.40501,Shared room,299,30,44,2022-11-17,3.13,1,137,35,City registration pending
542007536641692133,Guest suite in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,111065818,Elizabeth,,Haight Ashbury,37.76645,-122.44793,Entire home/apt,250,2,30,2023-05-28,3.61,1,90,30,2022-007360STR
559735385697431438,Serviced apartment in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,70722023,Michael,,Downtown/Civic Center,37.78706,-122.40925,Entire home/apt,118,1,7,2023-04-27,0.48,46,6,6,0311287
560165755972387675,Boutique hotel in San Francisco · ★4.56 · Studio · 1 bed · 1 bath,88566861,Kasa,,Downtown/Civic Center,37.78929,-122.4118,Private room,201,1,36,2023-04-30,2.65,17,282,33,Exempt
561220461879051640,Condo in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,52178915,Jim,,Downtown/Civic Center,37.7799,-122.42295,Entire home/apt,114,3,16,2023-01-31,1.01,43,8,9,timeshare
579290147030699716,Guest suite in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 bath,1039294,Riddhi,,Castro/Upper Market,37.75917,-122.44163,Entire home/apt,120,30,45,2023-05-29,4.84,1,61,45,2022-007844STR
580089768690576767,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,52178915,Jim,,Downtown/Civic Center,37.77787,-122.42314,Entire home/apt,63,2,10,2023-04-12,0.68,43,8,7,Exempt
561489475078914207,Hotel in San Francisco · ★4.62 · 1 bedroom · 1 bed · 1 private bath,444900066,Greg,,Chinatown,37.797432,-122.407883,Private room,128,1,556,2023-05-21,37.40,2,298,455,0019926
542227488951726370,Home in San Francisco · ★4.88 · 2 bedrooms · 3 beds · 1 bath,70369610,Vincent,,Ocean View,37.71452,-122.46469,Entire home/apt,140,2,41,2023-05-21,3.62,1,56,41,STR-0005406
542626038073168422,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,South of Market,37.77406,-122.391,Entire home/apt,362,31,0,,,138,342,0,
580095162306335610,Rental unit in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,52178915,Jim,,Downtown/Civic Center,37.78853,-122.40964,Entire home/apt,112,2,27,2023-04-06,1.85,43,0,24,Exempt
543466002303976499,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,441201578,Hillside,,Potrero Hill,37.75664,-122.40196,Entire home/apt,165,30,62,2023-04-30,4.55,1,87,60,STR-0001935
580348379376674225,Rental unit in San Francisco · ★4.96 · 2 bedrooms · 4 beds · 1.5 baths,117954292,Chan,,Inner Richmond,37.77925,-122.46516,Entire home/apt,476,1,74,2023-05-20,5.08,2,104,49,STR-0005189
543480744928568360,Home in San Francisco · ★5.0 · 4 bedrooms · 3 beds · 4 baths,135839027,Debbie,,Castro/Upper Market,37.75849,-122.42896,Entire home/apt,1750,5,3,2023-04-29,0.22,1,207,2,STR-0004456
562305811230422400,Rental unit in San Francisco · ★New · 1 bedroom · 1 bed · 1 bath,30767062,Rebecca,,Haight Ashbury,37.77015035175878,-122.44792907432189,Entire home/apt,285,3,0,,,1,60,0,2023-004593STR
580742966924077585,Condo in San Francisco · ★4.76 · 3 bedrooms · 3 beds · 1 bath,225170592,M,,North Beach,37.804543,-122.408623,Entire home/apt,388,30,21,2023-03-26,1.49,2,107,16,STR-0001241
562347710428956889,Home in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1.5 baths,445084372,Ryan,,Western Addition,37.78697,-122.43396,Private room,109,2,56,2023-05-15,4.22,1,263,51,
562575374538458418,Home in San Francisco · 1 bedroom · 1 bed · 1.5 shared baths,375566645,Mark,,Mission,37.76739,-122.41989,Private room,65,30,2,2023-04-09,0.42,20,81,2,
544227519546878806,Guest suite in San Francisco · ★4.82 · 2 bedrooms · 2 beds · 1 bath,26431202,Stan And Liza,,Excelsior,37.72873,-122.40916,Entire home/apt,164,3,39,2023-05-22,2.87,1,96,31,STR-0005441
581244816736811307,Condo in San Francisco · ★4.82 · 2 bedrooms · 2 beds · 1 private bath,225170592,M,,North Beach,37.804966,-122.408684,Private room,403,30,11,2023-05-07,1.04,2,68,11,
545572230808450032,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,344518542,Trevor,,North Beach,37.80468,-122.41108,Entire home/apt,185,365,0,,,1,365,0,
545615207578550226,Serviced apartment in San Francisco · ★4.88 · 1 bedroom · 2 beds · 1 bath,20704144,William,,Chinatown,37.79148,-122.40808,Entire home/apt,145,1,8,2023-05-03,0.61,20,9,5,Exempt
562579442178071925,Guest suite in San Francisco · ★4.93 · 1 bedroom · 2 beds · 1 bath,82220255,Lloyd,,Inner Sunset,37.7488,-122.47347,Entire home/apt,120,1,28,2023-05-14,2.22,1,279,27,2022-003190STR
581274670889993106,Rental unit in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,52178915,Jim,,Downtown/Civic Center,37.77759,-122.42117,Entire home/apt,107,2,17,2023-05-11,1.22,43,0,13,Exempt
562705837797019213,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,South of Market,37.77406,-122.391,Entire home/apt,307,31,0,,,138,214,0,
545736634737646495,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,3666375,Victoria,,South of Market,37.77656,-122.40842,Entire home/apt,153,30,2,2023-03-20,0.35,1,281,2,
581346868218759120,Home in San Francisco · ★4.90 · 3 bedrooms · 2 beds · 2 baths,11818658,Ripple,,Bernal Heights,37.73388,-122.41822,Entire home/apt,230,30,20,2023-03-18,1.76,2,199,20,2022-005601STR
581843328527305045,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,136131559,Cindy And Michelle,,Outer Sunset,37.7636,-122.47879,Private room,65,30,4,2023-04-05,0.35,5,51,4,
547239737189253715,Condo in San Francisco · Studio · 2 beds · 1 bath,351621253,Fulya,,Financial District,37.79139,-122.39381,Entire home/apt,650,30,0,,,1,365,0,
563080886538242234,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,262875,Paul,,Twin Peaks,37.74928,-122.44407,Entire home/apt,120,30,1,2023-06-02,1,3,245,1,
581879369065765286,Townhouse in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,150749015,Kalin,,Outer Richmond,37.77984,-122.49099,Private room,63,1,6,2022-09-29,0.50,7,0,6,
582006877906451828,Condo in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,52178915,Jim,,Downtown/Civic Center,37.78892,-122.40984,Entire home/apt,173,2,7,2023-03-10,0.60,43,0,7,Exempt
563733245268783239,Condo in San Francisco · 1 bedroom · 1 bed · 1.5 baths,38836,Bernat,,Pacific Heights,37.79025,-122.42544,Entire home/apt,118,90,0,,,22,308,0,
547730685245364236,Boutique hotel in San Francisco · 1 bedroom · 1 bed · 0 baths,102523118,Music City,,Nob Hill,37.7892,-122.41835,Private room,120,1,2,2022-12-31,0.18,12,348,2,STR-0000000
582150562964473517,Condo in San Francisco · ★4.94 · Studio · 2 beds · 1 bath,52178915,Jim,,Downtown/Civic Center,37.7873,-122.41141,Entire home/apt,115,2,17,2023-03-09,1.16,43,0,13,Exempt
547796494931097931,Condo in San Francisco · ★4.75 · 3 bedrooms · 4 beds · 2 baths,15065271,Philip,,Western Addition,37.77145,-122.43303,Entire home/apt,386,30,4,2022-12-30,0.30,1,162,3,
582156009182185518,Condo in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,52178915,Jim,,Downtown/Civic Center,37.78863,-122.40967,Entire home/apt,115,2,9,2023-02-17,0.61,43,4,8,Exempt
582527057339892890,Home in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 private bath,96117,Annette,,Bayview,37.73643,-122.38969,Private room,89,30,18,2023-04-01,1.28,3,0,12,
547871068542014625,Home in San Francisco · 2 bedrooms · 3 beds · 2 baths,11164486,Juan & Ines,,Bernal Heights,37.74483,-122.41636,Entire home/apt,200,30,2,2023-04-10,0.49,1,208,2,
563777699127542663,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,6747410,Connie,,Outer Mission,37.71486,-122.44832,Entire home/apt,180,30,14,2023-03-25,1.04,1,62,10,2022-003643STR
582542348458250584,Home in San Francisco · ★4.59 · 1 bedroom · 2 beds · 1 shared bath,449552557,XiGuo,,Outer Mission,37.72277,-122.43882,Private room,58,1,71,2023-05-22,5.07,4,132,62,
563843577948094280,Condo in San Francisco · 2 bedrooms · 2 beds · 1 bath,1257432,San Francisco Life,,Mission,37.76655,-122.42087,Entire home/apt,198,30,2,2022-07-31,0.14,28,330,1,
547892308237104280,Home in San Francisco · ★4.50 · 1 bedroom · 2 beds · 1 bath,176896176,Peter,,Outer Richmond,37.7740322884284,-122.49316758275826,Entire home/apt,122,1,12,2023-05-29,2.75,1,118,12,2022-005560str
548738114858264508,Home in San Francisco · ★4.83 · 1 bedroom · 1 bed · 1.5 shared baths,226555948,Gi'Angelo,,Excelsior,37.7223,-122.41609,Private room,67,120,6,2022-10-11,0.41,14,296,3,
582665616891843044,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1257432,San Francisco Life,,Bernal Heights,37.73848,-122.41702,Entire home/apt,235,30,5,2023-02-21,0.38,28,332,4,
549894160655674961,Condo in San Francisco · ★4.96 · 2 bedrooms · 2 beds · 1 bath,167799,Courtney,,Bernal Heights,37.73975,-122.41631,Entire home/apt,265,2,47,2023-05-28,2.93,1,109,28,STR-0005614
564490287011619270,Home in San Francisco · ★4.89 · 2 bedrooms · 3 beds · 1 bath,2027136,Travis & Carole,,Outer Sunset,37.755882,-122.506859,Entire home/apt,260,4,9,2022-12-29,0.78,1,0,9,2022-004985STR
582670400236762539,Home in San Francisco · 3 bedrooms · 3 beds · 2 baths,189605038,Dena,,Castro/Upper Market,37.76366,-122.44298,Entire home/apt,285,30,1,2023-03-29,0.43,1,2,1,
564534871369559526,Home in San Francisco · ★4.25 · 1 bedroom · 1 bed · 1 private bath,434269687,Zhicheng,,Crocker Amazon,37.7099,-122.44341,Private room,64,2,36,2023-05-22,2.30,2,172,28,
550124355173291347,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,410336981,Loc,,Outer Sunset,37.74853,-122.50151,Entire home/apt,400,30,5,2022-10-15,0.39,1,124,4,1130633
582677049540801308,Loft in San Francisco · 1 bedroom · 1 bed · 2 baths,62642427,Dirk,,Potrero Hill,37.76258,-122.38682,Entire home/apt,135,30,1,2022-09-03,0.11,1,124,1,
550264519684293353,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,3443238,James,,Castro/Upper Market,37.75611,-122.43554,Entire home/apt,625,4,9,2023-05-23,0.68,2,15,6,STR-0005611
565149935423078507,Condo in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,122880067,Nicolette,,North Beach,37.80055,-122.40537,Entire home/apt,119,30,4,2023-05-20,0.36,1,301,4,
582725810868388905,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,10208345,Jenny Lana,,Western Addition,37.78491,-122.44206,Private room,68,30,6,2023-03-01,0.46,3,310,5,
565239150554060242,Hotel in San Francisco · ★4.0 · 1 bedroom · 1 bed · 1 private bath,310731324,Hotel Des Arts,,Financial District,37.78932,-122.4041,Private room,139,1,14,2023-03-25,1.11,7,364,13,Exempt
583363648108323563,Home in San Francisco · ★4.94 · 3 bedrooms · 4 beds · 1 bath,446528696,Brittany,,Bernal Heights,37.74794,-122.40992,Entire home/apt,275,2,17,2022-12-10,1.25,1,20,13,2022-005026STR
565240062732478228,Hotel in San Francisco · ★4.14 · 1 bedroom · 1 bed · 1 shared bath,310731324,Hotel Des Arts,,Financial District,37.78951,-122.40376,Private room,83,1,7,2023-03-26,0.48,7,365,6,Exempt
594748725812628473,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,197518156,Daniel,,Marina,37.80211,-122.44024,Entire home/apt,245,30,4,2023-01-31,0.42,1,178,4,
583510908866176824,Condo in San Francisco · 2 bedrooms · 2 beds · 2 baths,293025002,Bi,,South of Market,37.78207,-122.39515,Private room,329,1,2,2022-07-31,0.17,5,100,2,
584819655457241465,Home in San Francisco · ★4.60 · 3 bedrooms · 4 beds · 1 bath,46564577,David,,Visitacion Valley,37.71069,-122.41253,Entire home/apt,166,2,53,2023-05-24,3.59,1,228,42,STR-0004949
594833612711329476,Home in San Francisco · ★4.95 · 3 bedrooms · 3 beds · 1 bath,49188513,Sarah,,Mission,37.76079,-122.4184,Entire home/apt,495,3,37,2023-05-30,2.76,1,112,33,2022-002892STR
565272991337321502,Hostel in San Francisco · ★5.0 · 1 bedroom · 3 beds · 1 shared bath,76841544,Steve,,Downtown/Civic Center,37.78557,-122.41064,Private room,85,1,9,2023-05-19,0.70,8,216,8,0475941
565290974463041734,Hotel in San Francisco · ★4.25 · 1 bedroom · 1 bed · 1 private bath,309731366,Washington Square Inn,,North Beach,37.80094,-122.40807,Private room,289,1,4,2023-03-22,0.28,7,346,3,Exempt
565291871812880066,Hotel in San Francisco · 1 bedroom · 1 bed · 1 private bath,309731366,Washington Square Inn,,North Beach,37.80009,-122.40966,Private room,246,1,1,2022-08-06,0.10,7,343,1,Exempt
585047415787002741,Cottage in San Francisco · ★4.62 · 2 bedrooms · 3 beds · 1 bath,78910325,Li,,Outer Richmond,37.77714,-122.50075,Entire home/apt,325,1,45,2023-06-01,3.15,8,254,38,STR-0005205
594838646647881413,Townhouse in San Francisco · 2 bedrooms · 3 beds · 1.5 baths,126644773,Evolve,,Bayview,37.73037,-122.37047,Entire home/apt,194,30,1,2022-05-09,0.08,8,0,0,
586456200941188670,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,46519368,Kenny,,Nob Hill,37.796303,-122.410629,Entire home/apt,69,30,1,2022-07-31,0.10,6,362,1,
565741235714842387,Home in San Francisco · 3 bedrooms · 4 beds · 1.5 baths,181205324,Plushy,,Haight Ashbury,37.7755,-122.44373,Entire home/apt,229,30,1,2022-11-05,0.14,7,113,1,
586809621997971024,Guest suite in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,78910325,Li,,Outer Richmond,37.77669,-122.50087,Entire home/apt,174,1,34,2023-05-20,2.43,8,216,30,STR-0005205
565866741003666231,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,304721494,HostWell,,Nob Hill,37.7934,-122.41257,Entire home/apt,175,30,0,,,13,278,0,
594884693438755666,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4656446,Air Concierge,,Bernal Heights,37.745853,-122.419228,Entire home/apt,207,30,3,2023-04-30,0.26,3,112,3,
586835106282026134,Condo in San Francisco · ★4.83 · 1 bedroom · 2 beds · 1 private bath,77128825,Shantanu,,Potrero Hill,37.76505,-122.39624,Private room,100,30,12,2022-07-14,0.86,1,93,4,
566041611983725958,Rental unit in San Francisco · ★4.71 · 2 bedrooms · 2 beds · 1 bath,219791143,Victor 2,,Outer Mission,37.71364,-122.44494,Entire home/apt,129,2,7,2023-05-29,2.66,5,177,7,2023-001690STR
586907721169505373,Loft in San Francisco · 1 bedroom · 3 beds · 1 bath,12301270,Wenz,,South of Market,37.78712,-122.38912,Entire home/apt,185,30,0,,,1,295,0,
566641223679016306,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,93690401,Ying,,Mission,37.75736,-122.40663,Entire home/apt,170,30,0,,,1,0,0,
595031813723071815,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,139272777,Janelle,,Bayview,37.74109,-122.38803,Private room,89,30,4,2023-05-18,0.32,2,57,3,
587056756001408799,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,173606548,Alex,,Marina,37.79745,-122.4417,Entire home/apt,650,3,6,2022-07-06,0.41,1,125,4,City registration pending
595614939103177833,Home in San Francisco · ★4.87 · 3 bedrooms · 3 beds · 2 baths,435802424,Xing Cai,,Ocean View,37.712471,-122.457535,Entire home/apt,250,3,45,2023-05-16,3.23,1,201,37,STR-0005721
587201670776365517,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,32907639,Ryan,,Pacific Heights,37.79135,-122.43048,Entire home/apt,200,4,4,2023-03-06,0.71,2,128,4,2022-011723STR
595626571299518221,Home in San Francisco · 3 bedrooms · 2 beds · 1.5 baths,452275277,Quincy,,Western Addition,37.77157,-122.42953,Entire home/apt,400,30,0,,,1,0,0,
567473810469627436,Hostel in San Francisco · ★4.59 · 1 bedroom · 4 beds · 1 shared bath,76841544,Steve,,Downtown/Civic Center,37.78464,-122.41088,Shared room,39,1,99,2023-05-26,6.77,8,269,79,0475941
567487136207688174,Loft in San Francisco · 1 bedroom · 1 bed · 2 baths,6993607,Denis,,Mission,37.75816,-122.41533,Entire home/apt,229,30,0,,,1,277,0,
587414303870022925,Home in San Francisco · 3 bedrooms · 3 beds · 1.5 baths,16505788,Will,,Lakeshore,37.73725,-122.49135,Entire home/apt,236,30,2,2023-05-23,0.18,1,26,2,
567494117532615535,Condo in San Francisco · 1 bedroom · 1 bed · 1 private bath,5437474,Gulnur,,Bayview,37.72939,-122.36871,Private room,90,30,0,,,1,276,0,
596647768929826649,Rental unit in San Francisco · ★4.75 · 2 bedrooms · 2 beds · 1 bath,8012539,Peter,,Bernal Heights,37.74564,-122.42307,Entire home/apt,150,30,4,2022-11-01,0.33,1,0,3,
587641133982260770,Place to stay in San Francisco · 1 bedroom · 1 bed · 1 bath,271698124,Kay,,Bayview,37.73156,-122.38796,Entire home/apt,188,3,1,2022-08-16,0.10,2,364,1,STR-0005043
587831515974312312,Vacation home in San Francisco · 1 bedroom · 1 bed · 1 bath,1892430,Jan,,Inner Sunset,37.7572,-122.46837,Entire home/apt,110,30,0,,,30,314,0,
596925242101070405,Condo in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 1 bath,452514150,Jesse,,Financial District,37.7892,-122.39333,Entire home/apt,275,30,4,2023-03-28,0.39,1,13,4,
568040590735625295,Home in San Francisco · 3 bedrooms · 4 beds · 2.5 baths,446342673,Debra,,Glen Park,37.73693,-122.43379,Entire home/apt,199,30,2,2022-10-29,0.16,1,43,1,
587833010154469060,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,46376563,Elizabeth,,North Beach,37.80362,-122.40954,Entire home/apt,90,70,2,2022-06-13,0.14,1,24,1,STR-0007157
568082190787252150,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,387789822,Johnson,,Western Addition,37.78796,-122.43105,Entire home/apt,125,30,6,2023-04-22,0.58,3,210,6,
597003217442545451,Townhouse in San Francisco · 3 bedrooms · 2 beds · 2 baths,1031942,Rachel,,Mission,37.75427,-122.42288,Entire home/apt,750,30,1,2022-07-05,0.09,4,363,1,
588214835533362185,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 private bath,29591034,Brian,,Nob Hill,37.78894,-122.41891,Private room,175,2,33,2023-05-22,2.27,4,329,25,
588279197740583809,Rental unit in San Francisco · 4 bedrooms · 5 beds · 2 baths,450765852,Ariel,,Haight Ashbury,37.77408,-122.43977,Entire home/apt,395,30,1,2022-05-18,0.08,11,303,0,
597035257520585294,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 3.5 shared baths,21994,Aaron,,Haight Ashbury,37.765797,-122.452225,Private room,56,32,4,2023-03-31,0.31,14,364,3,
568279849075618299,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,375566645,Mark,,Mission,37.76779,-122.41845,Private room,68,30,6,2023-04-22,0.42,20,213,5,
588332682254046241,Rental unit in San Francisco · ★4.57 · 1 bedroom · 1 bed · 1 bath,88566861,Kasa,,Western Addition,37.7894,-122.4292,Entire home/apt,251,7,7,2023-04-29,0.50,17,284,6,Exempt
588529684509509160,Rental unit in San Francisco · 2 bedrooms · 2 beds · 2 baths,38856363,Jaime,,Noe Valley,37.74641,-122.42542,Entire home/apt,175,30,0,,,2,0,0,
568323121726876718,Guest suite in San Francisco · ★4.74 · 1 bedroom · 1 bed · 1 bath,446418201,Christine,,Outer Sunset,37.75617,-122.4786,Entire home/apt,153,2,43,2023-04-17,2.78,3,58,22,STR-0001378
589020902524503434,Home in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 private bath,450929962,Jessica,,Outer Sunset,37.74925,-122.50383,Private room,75,1,34,2023-05-29,2.39,3,137,24,
568345802178089321,Guest suite in San Francisco · ★4.80 · 2 bedrooms · 2 beds · 1 bath,446418201,Christine,,Outer Sunset,37.75582,-122.47889,Entire home/apt,257,2,20,2023-04-30,1.29,3,155,8,STR-0001378
597175317551270159,Rental unit in San Francisco · ★5.0 · 3 bedrooms · 5 beds · 2 baths,152779264,William,,Inner Richmond,37.78027,-122.46547,Entire home/apt,233,31,16,2023-05-18,1.26,1,1,14,2022-003100STR
589267721395984281,Rental unit in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,29476014,Alex,,Potrero Hill,37.755772,-122.400017,Entire home/apt,170,2,38,2023-05-27,2.98,1,257,35,2022-003687STR
568616852178996435,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,1257432,San Francisco Life,,Mission,37.7684,-122.42005,Entire home/apt,151,30,2,2022-11-06,0.17,28,316,2,
589734274335071711,Home in San Francisco · 1 bedroom · 2 beds · 0 baths,131200418,Lois,,Inner Sunset,37.76428,-122.47154,Private room,69,30,0,,,24,278,0,
589763624427011021,Home in San Francisco · ★4.85 · 2 bedrooms · 2 beds · 1 bath,2480588,Maggie,,Inner Sunset,37.75792,-122.4682,Entire home/apt,200,3,13,2023-06-04,4.38,1,23,13,2022-005769STR
568727526069050516,Rental unit in Tiburon · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,433,31,0,,,138,0,0,
597198179407251720,Home in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 private bath,196277030,Josh,,Crocker Amazon,37.71071,-122.43878,Private room,120,2,14,2022-12-04,1.08,1,330,12,
589798513618625147,Condo in San Francisco · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,41512875,Kim,,Western Addition,37.78025,-122.44194,Entire home/apt,322,2,25,2023-05-03,1.87,2,99,21,STR-0004977
589942718019002899,Home in San Francisco · ★4.97 · 2 bedrooms · 3 beds · 2 baths,29591034,Brian,,Nob Hill,37.78933,-122.41916,Entire home/apt,381,3,58,2023-05-23,4.15,4,254,49,2022-003175STR
597214254931666886,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,271916350,Josh,,South of Market,37.78201,-122.39834,Entire home/apt,128,30,3,2023-04-08,0.31,1,325,3,
569303831683254360,Rental unit in Tiburon · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,446,31,0,,,138,0,0,
589964568790170753,Home in San Francisco · ★5.0 · 3 bedrooms · 6 beds · 4 baths,29591034,Brian,,Nob Hill,37.7905,-122.42071,Entire home/apt,950,4,5,2023-05-06,0.63,4,340,5,2022-003175STR
569417447378815260,Hotel in San Francisco · ★4.63 · 1 bedroom · 2 beds · 1 private bath,444900066,Greg,,Chinatown,37.797432,-122.407883,Private room,153,1,464,2023-05-21,30.86,2,297,332,0019926
590075689872116140,Home in San Francisco · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,450664098,Ap,,Bernal Heights,37.7472,-122.41402,Entire home/apt,307,4,21,2023-05-31,1.79,2,112,21,2022-004238STR
569488134503933012,Rental unit in San Francisco · 1 bedroom · 1 bed · 1 bath,38836,Bernat,,Inner Sunset,37.75692,-122.47084,Entire home/apt,114,30,0,,,22,0,0,
597217887044868367,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,279717,Angelo,,Castro/Upper Market,37.76509,-122.43168,Private room,200,3,78,2023-05-21,5.51,1,99,63,2022-004954STR
